"Date","Price","Open","High","Low","Vol.","Change %"
"08/06/2023","4.06","4.07","4.08","4.04","544.41K","0.50%"
"08/03/2023","4.04","4.08","4.09","4.02","1.62M","-0.49%"
"08/02/2023","4.06","4.02","4.16","4.00","5.02M","2.01%"
"08/01/2023","3.98","4.10","4.10","3.96","4.60M","-2.45%"
"07/31/2023","4.08","4.06","4.09","4.04","1.36M","0.49%"
"07/30/2023","4.06","4.03","4.10","4.03","871.22K","1.00%"
"07/27/2023","4.02","4.18","4.18","3.94","6.90M","-3.13%"
"07/26/2023","4.15","4.21","4.21","4.14","4.38M","-0.72%"
"07/25/2023","4.18","4.30","4.30","4.15","2.16M","-2.56%"
"07/24/2023","4.29","4.30","4.32","4.27","848.80K","0.47%"
"07/19/2023","4.27","4.25","4.32","4.23","1.97M","0.47%"
"07/18/2023","4.25","4.27","4.30","4.22","867.65K","-0.23%"
"07/17/2023","4.26","4.27","4.27","4.23","595.03K","0.00%"
"07/16/2023","4.26","4.28","4.29","4.25","80.97K","0.47%"
"07/13/2023","4.24","4.25","4.28","4.21","454.86K","0.71%"
"07/12/2023","4.21","4.34","4.34","4.20","364.11K","-2.09%"
"07/11/2023","4.30","4.20","4.34","4.20","470.12K","2.38%"
"07/10/2023","4.20","4.15","4.30","4.11","2.87M","1.20%"
"07/09/2023","4.15","4.30","4.32","4.10","468.19K","-3.94%"
"07/06/2023","4.32","4.46","4.46","4.30","500.59K","-2.70%"
"07/05/2023","4.44","4.49","4.49","4.43","290.14K","0.23%"
"07/04/2023","4.43","4.50","4.54","4.42","682.33K","-0.45%"
"06/26/2023","4.45","4.45","4.47","4.40","343.47K","0.45%"
"06/25/2023","4.43","4.51","4.59","4.43","585.57K","-1.77%"
"06/22/2023","4.51","4.58","4.60","4.51","677.12K","-1.10%"
"06/21/2023","4.56","4.64","4.67","4.56","2.14M","-0.87%"
"06/20/2023","4.60","4.52","4.68","4.50","3.92M","3.37%"
"06/19/2023","4.45","4.55","4.58","4.40","1.42M","-1.11%"
"06/18/2023","4.50","4.55","4.59","4.50","691.35K","0.00%"
"06/15/2023","4.50","4.52","4.54","4.45","648.21K","0.22%"
"06/14/2023","4.49","4.40","4.56","4.40","5.00M","2.28%"
"06/13/2023","4.39","4.43","4.44","4.38","524.37K","0.00%"
"06/12/2023","4.39","4.41","4.45","4.39","220.14K","-0.23%"
"06/11/2023","4.40","4.43","4.50","4.39","1.14M","-0.23%"
"06/08/2023","4.41","4.42","4.46","4.38","810.53K","0.46%"
"06/07/2023","4.39","4.43","4.54","4.37","2.51M","-0.90%"
"06/06/2023","4.43","4.45","4.46","4.40","1.29M","0.23%"
"06/05/2023","4.42","4.53","4.53","4.40","1.55M","-1.78%"
"06/04/2023","4.50","4.61","4.63","4.49","3.59M","-1.75%"
"06/01/2023","4.58","4.63","4.71","4.55","3.86M","0.00%"
"05/31/2023","4.58","4.65","4.69","4.57","2.46M","-1.51%"
"05/30/2023","4.65","4.60","4.67","4.58","1.46M","1.09%"
"05/29/2023","4.60","4.61","4.67","4.59","5.65M","-0.22%"
"05/28/2023","4.61","4.73","4.73","4.59","1.62M","-0.65%"
"05/25/2023","4.64","4.71","4.75","4.62","580.68K","-1.28%"
"05/24/2023","4.70","4.73","4.88","4.69","2.49M","-1.67%"
"05/23/2023","4.78","4.76","4.85","4.74","113.37K","-1.44%"
"05/22/2023","4.85","4.84","4.92","4.80","552.71K","0.00%"
"05/21/2023","4.85","4.65","4.87","4.61","648.27K","4.98%"
"05/18/2023","4.62","4.55","4.65","4.53","431.43K","0.87%"
"05/17/2023","4.58","4.65","4.73","4.53","909.31K","-1.51%"
"05/16/2023","4.65","4.77","4.80","4.50","3.58M","-2.31%"
